canonical_name,count,size_bytes,size_kb,lastwritetime,sample_path_1,sample_path_2,sample_path_3
og.mq5,2,18972,18.53,2026-04-11 07:32:20,C:\Users\localonly\Documents\FXJEFE_Project\og.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\og.mq5,
PredictOG (2).mq5,2,18611,18.17,2026-04-11 09:10:32,C:\Users\localonly\Documents\FXJEFE_Project\PredictOG (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOG (2).mq5,
PredictOG (3).mq5,2,18611,18.17,2026-04-11 09:10:32,C:\Users\localonly\Documents\FXJEFE_Project\PredictOG (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\PredictOG (3).mq5,
Predict.mq5,2,18607,18.17,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\Predict.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict.mq5,
AccountInfo (1).mqh,2,18130,17.71,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\AccountInfo (1).mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AccountInfo (1).mqh,
AccountInfo.mqh,2,18130,17.71,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\AccountInfo.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AccountInfo.mqh,
stdlib_mq5 (1).mqh,2,17792,17.38,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\stdlib_mq5 (1).mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\stdlib_mq5 (1).mqh,
CErrorHandler.mqh,2,17272,16.87,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\CErrorHandler.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\CErrorHandler.mqh,
GenerateFeatures (4).mq5,2,16270,15.89,2026-04-11 08:22:09,C:\Users\localonly\Documents\FXJEFE_Project\GenerateFeatures (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\GenerateFeatures (4).mq5,
Predict (2).mq5,2,15958,15.58,2026-04-11 08:22:10,C:\Users\localonly\Documents\FXJEFE_Project\Predict (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predict (2).mq5,
SuperTrend (2).ex5,2,15908,15.54,2025-11-12 02:00:58,C:\Users\localonly\Documents\FXJEFE_Project\SuperTrend (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\SuperTrend (2).ex5,
QuantumAlgoAI (4).mq5,2,15776,15.41,2025-06-26 02:16:12,C:\Users\localonly\Documents\FXJEFE_Project\QuantumAlgoAI (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\QuantumAlgoAI (4).mq5,
JAson.mqh,2,15530,15.17,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\JAson.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\JAson.mqh,
AdvancedPositionSizer - Copy.mqh,2,15510,15.15,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\AdvancedPositionSizer - Copy.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AdvancedPositionSizer - Copy.mqh,
AdvancedPositionSizer.mqh,2,15510,15.15,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\AdvancedPositionSizer.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AdvancedPositionSizer.mqh,
AdvancedPositionSizer - Copy - Copy.mqh,2,15510,15.15,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\AdvancedPositionSizer - Copy - Copy.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AdvancedPositionSizer - Copy - Copy.mqh,
SortedMap.mqh,2,14431,14.09,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\SortedMap.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\SortedMap.mqh,
cho.ex5,2,14122,13.79,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\cho.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\cho.ex5,
Hull average 2 (2).ex5,2,13726,13.4,2025-11-12 02:00:58,C:\Users\localonly\Documents\FXJEFE_Project\Hull average 2 (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Hull average 2 (2).ex5,
Hull average 2.ex5,2,13692,13.37,2025-09-02 23:54:14,C:\Users\localonly\Documents\FXJEFE_Project\Hull average 2.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Hull average 2.ex5,
Predicts (3).mq5,2,13645,13.33,2025-11-14 03:12:56,C:\Users\localonly\Documents\FXJEFE_Project\Predicts (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predicts (3).mq5,
Predicts (2).mq5,2,13645,13.33,2025-11-14 03:12:56,C:\Users\localonly\Documents\FXJEFE_Project\Predicts (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predicts (2).mq5,
Predicts (4).mq5,2,13645,13.33,2025-11-14 03:12:56,C:\Users\localonly\Documents\FXJEFE_Project\Predicts (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Predicts (4).mq5,
all indicators 40 (4) - Copy.mq5,2,13070,12.76,2025-06-22 22:55:02,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (4) - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (4) - Copy.mq5,
all indicators 40 (5).mq5,2,13070,12.76,2025-06-22 22:55:04,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (5).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (5).mq5,
all indicators 40 (2) - Copy.mq5,2,13070,12.76,2025-06-22 22:54:54,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (2) - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (2) - Copy.mq5,
all indicators 40 (1) - Copy.mq5,2,13070,12.76,2025-06-22 22:29:00,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (1) - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (1) - Copy.mq5,
all indicators 40 (5) - Copy.mq5,2,13070,12.76,2025-06-22 22:55:04,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (5) - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (5) - Copy.mq5,
all indicators 40 (3).mq5,2,13070,12.76,2025-06-22 22:54:58,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (3).mq5,
all indicators 40 (2).mq5,2,13070,12.76,2025-06-22 22:54:54,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (2).mq5,
all indicators 40 (4).mq5,2,13070,12.76,2025-06-22 22:55:02,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (4).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (4).mq5,
all indicators 40 - Copy.mq5,2,13070,12.76,2025-06-22 22:28:20,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 - Copy.mq5,
all indicators 40.mq5,2,13070,12.76,2025-06-22 22:28:20,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40.mq5,
all indicators 40 (3) - Copy.mq5,2,13070,12.76,2025-06-22 22:54:58,C:\Users\localonly\Documents\FXJEFE_Project\all indicators 40 (3) - Copy.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\all indicators 40 (3) - Copy.mq5,
Hull average 2.mq5,2,12964,12.66,2025-06-26 00:23:16,C:\Users\localonly\Documents\FXJEFE_Project\Hull average 2.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Hull average 2.mq5,
generate_features.py,2,12717,12.42,2025-06-29 03:45:10,C:\Users\localonly\Documents\FXJEFE_Project\generate_features.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\generate_features.py,
ai_server_golden (2).py,2,12669,12.37,2026-04-26 22:19:52,C:\Users\localonly\Documents\FXJEFE_Project\ai_server_golden (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\ai_server_golden (2).py,
VolumeOscillator (3).ex5,2,12500,12.21,2025-11-12 05:13:00,C:\Users\localonly\Documents\FXJEFE_Project\VolumeOscillator (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VolumeOscillator (3).ex5,
VolumeOscillator (4).ex5,2,12500,12.21,2025-11-12 05:13:00,C:\Users\localonly\Documents\FXJEFE_Project\VolumeOscillator (4).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VolumeOscillator (4).ex5,
VolumeOscillator (2).ex5,2,12492,12.2,2025-08-21 05:45:54,C:\Users\localonly\Documents\FXJEFE_Project\VolumeOscillator (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VolumeOscillator (2).ex5,
trading_pipeline.py,2,12162,11.88,2025-06-29 07:37:34,C:\Users\localonly\Documents\FXJEFE_Project\trading_pipeline.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\trading_pipeline.py,
QuantumAlgoAI.mq5,2,11735,11.46,2025-07-13 17:36:16,C:\Users\localonly\Documents\FXJEFE_Project\QuantumAlgoAI.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\QuantumAlgoAI.mq5,
QuantumAlgoAI (2).mq5,2,11702,11.43,2025-06-26 00:56:26,C:\Users\localonly\Documents\FXJEFE_Project\QuantumAlgoAI (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\QuantumAlgoAI (2).mq5,
QuantumAlgoAI (3).mq5,2,11702,11.43,2025-06-26 00:56:26,C:\Users\localonly\Documents\FXJEFE_Project\QuantumAlgoAI (3).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\QuantumAlgoAI (3).mq5,
ai_server - Copy (2).py,2,11689,11.42,2026-04-22 11:46:58,C:\Users\localonly\Documents\FXJEFE_Project\ai_server - Copy (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\ai_server - Copy (2).py,
feature_engineering (4).py,2,11630,11.36,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\feature_engineering (4).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\feature_engineering (4).py,
chv (2).ex5,2,11570,11.3,2025-06-25 00:53:54,C:\Users\localonly\Documents\FXJEFE_Project\chv (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\chv (2).ex5,
chv (3).ex5,2,11570,11.3,2025-06-24 23:53:54,C:\Users\localonly\Documents\FXJEFE_Project\chv (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\chv (3).ex5,
chv (7).ex5,2,11570,11.3,2025-06-25 00:53:54,C:\Users\localonly\Documents\FXJEFE_Project\chv (7).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\chv (7).ex5,
chv (6).ex5,2,11570,11.3,2025-06-22 16:49:24,C:\Users\localonly\Documents\FXJEFE_Project\chv (6).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\chv (6).ex5,
chv.ex5,2,11570,11.3,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\chv.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\chv.ex5,
chv (4).ex5,2,11570,11.3,2025-06-25 00:53:54,C:\Users\localonly\Documents\FXJEFE_Project\chv (4).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\chv (4).ex5,
VolumeOscillator - Copy.ex5,2,11436,11.17,2025-06-22 18:49:50,C:\Users\localonly\Documents\FXJEFE_Project\VolumeOscillator - Copy.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VolumeOscillator - Copy.ex5,
VolumeOscillator.ex5,2,11436,11.17,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\VolumeOscillator.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VolumeOscillator.ex5,
indicator_handles_helper.mq5,2,11329,11.06,2025-07-13 21:01:28,C:\Users\localonly\Documents\FXJEFE_Project\indicator_handles_helper.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\indicator_handles_helper.mq5,
indicator_handles_helper 1.mq5,2,11329,11.06,2025-07-13 21:07:46,C:\Users\localonly\Documents\FXJEFE_Project\indicator_handles_helper 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\indicator_handles_helper 1.mq5,
FXJEFE_Bridge (2).mq5,2,11294,11.03,2025-11-16 08:01:32,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_Bridge (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_Bridge (2).mq5,
dpo (5).ex5,2,11128,10.87,2025-11-12 05:13:00,C:\Users\localonly\Documents\FXJEFE_Project\dpo (5).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\dpo (5).ex5,
dpo (3).ex5,2,11128,10.87,2025-11-12 05:13:00,C:\Users\localonly\Documents\FXJEFE_Project\dpo (3).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\dpo (3).ex5,
REALg.mq5,2,10976,10.72,2025-11-23 01:08:04,C:\Users\localonly\Documents\FXJEFE_Project\REALg.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\REALg.mq5,
HullMa.ex5,2,10868,10.61,2025-08-21 05:45:52,C:\Users\localonly\Documents\FXJEFE_Project\HullMa.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\HullMa.ex5,
dpo (2).ex5,2,10852,10.6,2025-08-22 14:09:28,C:\Users\localonly\Documents\FXJEFE_Project\dpo (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\dpo (2).ex5,
MovingAverages.mqh,2,10737,10.49,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\MovingAverages.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\MovingAverages.mqh,
predict_helper_script 2.mq5,2,10631,10.38,2025-07-13 21:32:06,C:\Users\localonly\Documents\FXJEFE_Project\predict_helper_script 2.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\predict_helper_script 2.mq5,
predict_helper_script.mq5,2,10631,10.38,2025-07-13 21:01:10,C:\Users\localonly\Documents\FXJEFE_Project\predict_helper_script.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\predict_helper_script.mq5,
predict_helper_script 1.mq5,2,10631,10.38,2025-07-13 21:07:38,C:\Users\localonly\Documents\FXJEFE_Project\predict_helper_script 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\predict_helper_script 1.mq5,
dpo - Copy.ex5,2,10620,10.37,2025-06-22 18:48:38,C:\Users\localonly\Documents\FXJEFE_Project\dpo - Copy.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\dpo - Copy.ex5,
dpo (4).ex5,2,10620,10.37,2025-06-22 17:48:38,C:\Users\localonly\Documents\FXJEFE_Project\dpo (4).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\dpo (4).ex5,
Quantum_Algo_AI_v9_minimal.mq5,2,10600,10.35,2025-07-13 17:33:06,C:\Users\localonly\Documents\FXJEFE_Project\Quantum_Algo_AI_v9_minimal.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Quantum_Algo_AI_v9_minimal.mq5,
quantum_algo_ai_ea 1.mq5,2,10484,10.24,2025-07-13 21:33:34,C:\Users\localonly\Documents\FXJEFE_Project\quantum_algo_ai_ea 1.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\quantum_algo_ai_ea 1.mq5,
quantum_algo_ai_ea 2.mq5,2,10484,10.24,2025-07-13 21:34:18,C:\Users\localonly\Documents\FXJEFE_Project\quantum_algo_ai_ea 2.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\quantum_algo_ai_ea 2.mq5,
feature_engineering (2).py,2,9918,9.69,2025-06-24 23:54:02,C:\Users\localonly\Documents\FXJEFE_Project\feature_engineering (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\feature_engineering (2).py,
feature_engineering (3).py,2,9918,9.69,2025-06-22 16:54:34,C:\Users\localonly\Documents\FXJEFE_Project\feature_engineering (3).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\feature_engineering (3).py,
HullMa (2).ex5,2,9866,9.63,2025-11-12 02:00:58,C:\Users\localonly\Documents\FXJEFE_Project\HullMa (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\HullMa (2).ex5,
roc.ex5,2,9626,9.4,2025-11-12 02:00:58,C:\Users\localonly\Documents\FXJEFE_Project\roc.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\roc.ex5,
dpo.ex5,2,9380,9.16,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\dpo.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\dpo.ex5,
mt5_signal_script (2).py,2,9313,9.09,2025-06-24 23:54:04,C:\Users\localonly\Documents\FXJEFE_Project\mt5_signal_script (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\mt5_signal_script (2).py,
Chaikin.ex5,2,9308,9.09,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\Chaikin.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Chaikin.ex5,
Chaikin (2).ex5,2,9308,9.09,2025-11-12 02:00:46,C:\Users\localonly\Documents\FXJEFE_Project\Chaikin (2).ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Chaikin (2).ex5,
VolumeOsc.ex5,2,9056,8.84,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\VolumeOsc.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VolumeOsc.ex5,
Stack.mqh,2,8953,8.74,2025-08-20 10:15:24,C:\Users\localonly\Documents\FXJEFE_Project\Stack.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Stack.mqh,
SuperTrend.mq5,2,8695,8.49,2025-06-26 00:22:48,C:\Users\localonly\Documents\FXJEFE_Project\SuperTrend.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\SuperTrend.mq5,
testgrok.mq5,2,8636,8.43,2025-11-23 01:48:12,C:\Users\localonly\Documents\FXJEFE_Project\testgrok.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\testgrok.mq5,
server.py,2,8617,8.42,2025-12-18 03:00:20,C:\Users\localonly\Documents\FXJEFE_Project\server.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\server.py,
server (2).py,2,8615,8.41,2025-06-24 23:53:58,C:\Users\localonly\Documents\FXJEFE_Project\server (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\server (2).py,
server - Copy.py,2,8615,8.41,2025-06-24 23:53:58,C:\Users\localonly\Documents\FXJEFE_Project\server - Copy.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\server - Copy.py,
CDataStorage (1).mqh,2,8296,8.1,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\CDataStorage (1).mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\CDataStorage (1).mqh,
mt5_signal_script - Copy.py,2,8295,8.1,2025-06-22 18:49:22,C:\Users\localonly\Documents\FXJEFE_Project\mt5_signal_script - Copy.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\mt5_signal_script - Copy.py,
run_pipeline_final.py,2,8243,8.05,2025-12-18 06:46:06,C:\Users\localonly\Documents\FXJEFE_Project\run_pipeline_final.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\run_pipeline_final.py,
standardize_columns (2).py,2,8241,8.05,2025-06-24 23:53:58,C:\Users\localonly\Documents\FXJEFE_Project\standardize_columns (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\standardize_columns (2).py,
FXJEFE_Bridge.mq5,2,7339,7.17,2025-11-16 05:26:04,C:\Users\localonly\Documents\FXJEFE_Project\FXJEFE_Bridge.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\FXJEFE_Bridge.mq5,
Array (2).mqh,2,6965,6.8,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\Array (2).mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Array (2).mqh,
Array - Copy.mqh,2,6965,6.8,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\Array - Copy.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Array - Copy.mqh,
Array.mqh,2,6965,6.8,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\Array.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Array.mqh,
Array (3).mqh,2,6965,6.8,2026-04-11 08:24:33,C:\Users\localonly\Documents\FXJEFE_Project\Array (3).mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\Array (3).mqh,
run_pipeline.py,2,6878,6.72,2025-12-18 06:46:06,C:\Users\localonly\Documents\FXJEFE_Project\run_pipeline.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\run_pipeline.py,
feature_engineering_optimized.py,2,6703,6.55,2026-04-22 04:06:14,C:\Users\localonly\Documents\FXJEFE_Project\feature_engineering_optimized.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\feature_engineering_optimized.py,
EA_SAFETY_PATCH_FXJEFE_ALGO_AI (1).mq5,2,6532,6.38,2026-04-22 01:06:04,C:\Users\localonly\Documents\FXJEFE_Project\EA_SAFETY_PATCH_FXJEFE_ALGO_AI (1).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\EA_SAFETY_PATCH_FXJEFE_ALGO_AI (1).mq5,
EA_SAFETY_PATCH_FXJEFE_ALGO_AI.mq5,2,6532,6.38,2026-04-22 00:58:54,C:\Users\localonly\Documents\FXJEFE_Project\EA_SAFETY_PATCH_FXJEFE_ALGO_AI.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\EA_SAFETY_PATCH_FXJEFE_ALGO_AI.mq5,
future_return.py,2,6360,6.21,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\future_return.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\future_return.py,
train_models (1).py,2,6342,6.19,2025-06-25 00:36:52,C:\Users\localonly\Documents\FXJEFE_Project\train_models (1).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\train_models (1).py,
ai_server888.py,2,6244,6.1,2026-04-26 21:51:50,C:\Users\localonly\Documents\FXJEFE_Project\ai_server888.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\ai_server888.py,
fxjefe_xgboost_api.py,2,6069,5.93,2025-12-18 03:13:32,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_xgboost_api.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\fxjefe_xgboost_api.py,
fxjefe_xgboost_api (3).py,2,6067,5.92,2025-06-24 23:54:02,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_xgboost_api (3).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\fxjefe_xgboost_api (3).py,
generate_labels (2).py,2,6066,5.92,2025-06-24 23:54:02,C:\Users\localonly\Documents\FXJEFE_Project\generate_labels (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\generate_labels (2).py,
fix_csv.py,2,5812,5.68,2025-12-18 03:12:27,C:\Users\localonly\Documents\FXJEFE_Project\fix_csv.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\fix_csv.py,
fix_csv (2).py,2,5810,5.67,2025-06-24 23:54:02,C:\Users\localonly\Documents\FXJEFE_Project\fix_csv (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\fix_csv (2).py,
VirtualKeys.mqh,2,5755,5.62,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\VirtualKeys.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\VirtualKeys.mqh,
cho.mq5,2,5652,5.52,2025-06-26 00:23:04,C:\Users\localonly\Documents\FXJEFE_Project\cho.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\cho.mq5,
cho (2).mq5,2,5652,5.52,2025-11-12 02:00:58,C:\Users\localonly\Documents\FXJEFE_Project\cho (2).mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\cho (2).mq5,
fix_csv (3).py,2,5640,5.51,2026-04-11 08:21:12,C:\Users\localonly\Documents\FXJEFE_Project\fix_csv (3).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\fix_csv (3).py,
run_pipeline (1).py,2,5436,5.31,2025-06-26 02:16:44,C:\Users\localonly\Documents\FXJEFE_Project\run_pipeline (1).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\run_pipeline (1).py,
CMLModelManager.mqh,2,5370,5.24,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\CMLModelManager.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\CMLModelManager.mqh,
train_models - Copy.py,2,5205,5.08,2025-06-24 23:53:58,C:\Users\localonly\Documents\FXJEFE_Project\train_models - Copy.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\train_models - Copy.py,
AlignmentJEFE333.ex5,2,5074,4.96,2026-04-22 06:53:08,C:\Users\localonly\Documents\FXJEFE_Project\AlignmentJEFE333.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\AlignmentJEFE333.ex5,
fxjefe_xgboost_api - Copy.py,2,5049,4.93,2025-06-22 22:13:10,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_xgboost_api - Copy.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\fxjefe_xgboost_api - Copy.py,
fxjefe_xgboost_api (2).py,2,5049,4.93,2025-06-22 22:13:10,C:\Users\localonly\Documents\FXJEFE_Project\fxjefe_xgboost_api (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\fxjefe_xgboost_api (2).py,
e.ex5,2,5046,4.93,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\e.ex5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\e.ex5,
HullMa.mq5,2,5022,4.9,2025-06-26 00:23:20,C:\Users\localonly\Documents\FXJEFE_Project\HullMa.mq5,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\HullMa.mq5,
CQuantumTradingEngine.mqh,2,4975,4.86,2026-04-11 08:24:34,C:\Users\localonly\Documents\FXJEFE_Project\CQuantumTradingEngine.mqh,C:\Users\localonly\Documents\FXJEFE_Project\MQL5\CQuantumTradingEngine.mqh,
clean_training_data.py,2,4912,4.8,2025-12-18 03:07:14,C:\Users\localonly\Documents\FXJEFE_Project\clean_training_data.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\clean_training_data.py,
clean_training_data (2).py,2,4910,4.79,2025-06-24 23:54:00,C:\Users\localonly\Documents\FXJEFE_Project\clean_training_data (2).py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\clean_training_data (2).py,
pywin32_testall.py,2,4867,4.75,2025-12-18 03:00:20,C:\Users\localonly\Documents\FXJEFE_Project\pywin32_testall.py,C:\Users\localonly\Documents\FXJEFE_Project\Scripts\pywin32_testall.py,
